Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	sample_id	group	workflow
HMP_sample_7_bin.6	99.04	1.48	Neural Network (Specific Model)	11	0.872	17457	333.33656455990695	2955140	0.69	2579	None	HMP_sample_7	HMP	MetaWRAP
HMP_sample_7_bin.7	99.86	0.31	Neural Network (Specific Model)	11	0.838	73855	297.7847385774847	2260837	0.35	2123	None	HMP_sample_7	HMP	MetaWRAP
HMP_sample_7_bin.8	62.59	1.36	Neural Network (Specific Model)	11	0.892	18606	305.0924657534247	1196410	0.43	1168	None	HMP_sample_7	HMP	MetaWRAP
HMP_sample_7_bin.9	100.0	1.82	Neural Network (Specific Model)	11	0.875	2096865	303.78693320331547	2131929	0.41	2051	None	HMP_sample_7	HMP	MetaWRAP
HMP_sample_8_bin.1	99.99	0.28	Neural Network (Specific Model)	11	0.838	2347801	302.13547546678245	2487443	0.35	2303	None	HMP_sample_8	HMP	MetaWRAP
HMP_sample_8_bin.10	93.57	1.61	Neural Network (Specific Model)	11	0.838	1527007	255.7591463414634	1795605	0.38	1968	None	HMP_sample_8	HMP	MetaWRAP
HMP_sample_8_bin.11	99.99	0.06	Neural Network (Specific Model)	11	0.857	1709392	308.4237074401009	1709392	0.39	1586	None	HMP_sample_8	HMP	MetaWRAP
HMP_sample_8_bin.12	50.89	12.87	Neural Network (Specific Model)	11	0.9	5989	287.091859596714	1280307	0.41	1339	None	HMP_sample_8	HMP	MetaWRAP
HMP_sample_8_bin.13	63.2	5.72	Neural Network (Specific Model)	11	0.897	10159	263.48173515981733	1541350	0.42	1752	None	HMP_sample_8	HMP	MetaWRAP
HMP_sample_8_bin.14	54.49	0.3	Neural Network (Specific Model)	11	0.874	10628	276.1211453744493	858759	0.39	908	None	HMP_sample_8	HMP	MetaWRAP
HMP_sample_8_bin.15	81.54	11.95	Neural Network (Specific Model)	11	0.872	8713	267.23501712328766	2143630	0.45	2336	None	HMP_sample_8	HMP	MetaWRAP
HMP_sample_8_bin.16	99.8	0.28	Neural Network (Specific Model)	11	0.914	68061	303.0357325165901	1943499	0.45	1959	None	HMP_sample_8	HMP	MetaWRAP
HMP_sample_8_bin.17	99.97	1.54	Neural Network (Specific Model)	11	0.854	1421971	297.7735217552994	2808777	0.35	2689	None	HMP_sample_8	HMP	MetaWRAP
HMP_sample_8_bin.2	99.99	0.33	Neural Network (Specific Model)	11	0.86	2300986	297.3205763169743	2300986	0.38	2221	None	HMP_sample_8	HMP	MetaWRAP
HMP_sample_8_bin.3	74.49	0.16	Neural Network (Specific Model)	11	0.885	4637	288.07567049808426	2035612	0.73	2088	None	HMP_sample_8	HMP	MetaWRAP
HMP_sample_8_bin.4	99.09	0.01	Neural Network (Specific Model)	11	0.88	403033	307.34719911259015	1885839	0.38	1803	None	HMP_sample_8	HMP	MetaWRAP
HMP_sample_8_bin.5	64.01	0.45	Neural Network (Specific Model)	11	0.878	61087	294.5060435132957	1246872	0.39	1241	None	HMP_sample_8	HMP	MetaWRAP
HMP_sample_8_bin.6	100.0	0.63	Neural Network (Specific Model)	11	0.878	1769840	292.23991031390136	1778853	0.38	1784	None	HMP_sample_8	HMP	MetaWRAP
HMP_sample_8_bin.7	86.89	0.32	Neural Network (Specific Model)	11	0.935	9992	278.29466501240694	1434623	0.36	1612	None	HMP_sample_8	HMP	MetaWRAP
HMP_sample_8_bin.8	100.0	4.02	Neural Network (Specific Model)	11	0.878	2131876	308.0356111645813	2183739	0.41	2078	None	HMP_sample_8	HMP	MetaWRAP
HMP_sample_8_bin.9	82.77	2.51	Neural Network (Specific Model)	11	0.829	9565	274.8291687914329	1946434	0.42	1961	None	HMP_sample_8	HMP	MetaWRAP
HMP_sample_9_bin.1	94.46	5.03	Neural Network (Specific Model)	11	0.85	19733	316.05077152812345	2237273	0.63	2009	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.10	100.0	0.03	Neural Network (Specific Model)	11	0.864	2504341	318.4016754850088	2504341	0.53	2268	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.11	99.82	1.93	Neural Network (Specific Model)	11	0.854	211059	297.05719008264464	3153612	0.36	3025	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.12	99.96	1.05	Neural Network (Specific Model)	11	0.895	1967089	350.5936754176611	1967089	0.64	1676	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.13	77.84	0.52	Neural Network (Specific Model)	11	0.801	5096	261.1677387431964	3947690	0.28	4042	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.14	98.48	8.34	Gradient Boost (General Model)	11	0.857	286104	305.5594892629136	5518674	0.39	5169	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.15	99.95	0.0	Neural Network (Specific Model)	11	0.881	317787	345.27886710239653	1617518	0.51	1377	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.16	63.39	4.73	Neural Network (Specific Model)	11	0.886	4111	283.3109869646182	1541586	0.61	1611	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.17	99.97	0.67	Neural Network (Specific Model)	11	0.898	307164	379.9214458804523	6278775	0.43	4952	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.18	100.0	1.42	Neural Network (Specific Model)	11	0.882	3592117	325.33876421764523	3592117	0.48	3253	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.19	99.97	0.02	Neural Network (Specific Model)	11	0.891	453387	359.2014676450967	1809569	0.44	1499	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.2	99.22	0.47	Neural Network (Specific Model)	11	0.883	1274056	313.0391666666667	1274056	0.35	1200	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.20	48.78	3.09	Neural Network (Specific Model)	11	0.873	4133	303.37985611510794	1447654	0.67	1390	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.21	99.99	0.76	Neural Network (Specific Model)	11	0.863	2229572	318.8272952853598	2229572	0.44	2015	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.22	100.0	3.64	Neural Network (Specific Model)	11	0.88	353559	322.17568203198493	4661841	0.45	4252	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.3	63.25	6.03	Neural Network (Specific Model)	11	0.879	4049	281.0328078397955	2248162	0.55	2347	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.4	99.96	0.97	Neural Network (Specific Model)	11	0.882	301203	291.7113482561166	3802413	0.55	3842	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.5	79.68	0.03	Neural Network (Specific Model)	11	0.837	366560	313.4961767204758	2643324	0.28	2354	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.6	100.0	0.23	Neural Network (Specific Model)	11	0.876	3632250	340.9152759948652	3632250	0.64	3116	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.7	99.99	0.33	Neural Network (Specific Model)	11	0.825	3611886	313.42686002522066	3611886	0.27	3172	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.8	99.87	0.31	Neural Network (Specific Model)	11	0.878	450221	340.24148606811144	4125087	0.47	3553	None	HMP_sample_9	HMP	MetaWRAP
HMP_sample_9_bin.9	90.6	0.74	Neural Network (Specific Model)	11	0.845	207257	291.27776215912286	3672274	0.32	3557	None	HMP_sample_9	HMP	MetaWRAP
MG_sample_0_bin.1	99.83	0.07	Neural Network (Specific Model)	11	0.856	33689	294.0302186878728	2586985	0.47	2515	None	MG_sample_0	MG	MetaWRAP
MG_sample_0_bin.10	98.18	0.45	Gradient Boost (General Model)	11	0.886	114965	336.4817142857143	3982234	0.42	3500	None	MG_sample_0	MG	MetaWRAP
MG_sample_0_bin.11	85.14	3.75	Gradient Boost (General Model)	11	0.906	9698	341.1766065649561	2442153	0.44	2163	None	MG_sample_0	MG	MetaWRAP
MG_sample_0_bin.12	75.07	0.93	Neural Network (Specific Model)	11	0.872	4977	280.18853046594984	1342919	0.63	1395	None	MG_sample_0	MG	MetaWRAP
MG_sample_0_bin.13	62.19	0.35	Gradient Boost (General Model)	11	0.923	4181	285.4328954882924	1621779	0.47	1751	None	MG_sample_0	MG	MetaWRAP
MG_sample_0_bin.14	94.32	4.26	Neural Network (Specific Model)	11	0.865	17321	306.52129705963176	3860846	0.51	3639	None	MG_sample_0	MG	MetaWRAP
MG_sample_0_bin.15	99.97	0.96	Neural Network (Specific Model)	11	0.861	92132	305.0146812080537	2530554	0.45	2384	None	MG_sample_0	MG	MetaWRAP
MG_sample_0_bin.16	95.5	0.46	Gradient Boost (General Model)	11	0.886	28559	302.12396694214874	3459858	0.45	3388	None	MG_sample_0	MG	MetaWRAP
MG_sample_0_bin.2	99.97	0.04	Neural Network (Specific Model)	11	0.893	240492	319.6069397042093	1886109	0.34	1758	None	MG_sample_0	MG	MetaWRAP
MG_sample_0_bin.3	99.9	5.12	Neural Network (Specific Model)	11	0.897	217035	336.3192546583851	4522545	0.42	4025	None	MG_sample_0	MG	MetaWRAP
MG_sample_0_bin.4	100.0	0.2	Neural Network (Specific Model)	11	0.834	73924	294.679764965112	2881981	0.33	2723	None	MG_sample_0	MG	MetaWRAP
MG_sample_0_bin.5	96.69	0.49	Neural Network (Specific Model)	11	0.911	33527	316.4335910049192	1480292	0.34	1423	None	MG_sample_0	MG	MetaWRAP
MG_sample_0_bin.6	99.14	2.6	Neural Network (Specific Model)	11	0.905	17024	299.2734143936904	3010284	0.4	3043	None	MG_sample_0	MG	MetaWRAP
MG_sample_0_bin.7	99.98	0.21	Neural Network (Specific Model)	11	0.869	2261458	298.14169307378904	2269661	0.35	2209	None	MG_sample_0	MG	MetaWRAP
MG_sample_0_bin.8	73.97	1.53	Neural Network (Specific Model)	11	0.89	4169	284.08669833729215	2416530	0.58	2526	None	MG_sample_0	MG	MetaWRAP
MG_sample_0_bin.9	99.99	0.39	Neural Network (Specific Model)	11	0.86	2058319	268.5607985480944	2058319	0.37	2204	None	MG_sample_0	MG	MetaWRAP
MG_sample_10_bin.1	97.71	0.46	Neural Network (Specific Model)	11	0.916	40698	329.4328942684229	3025295	0.39	2809	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.10	94.92	0.28	Neural Network (Specific Model)	11	0.869	59661	294.92412539754656	2238617	0.35	2201	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.11	100.0	0.97	Neural Network (Specific Model)	11	0.85	2956602	297.92684659090907	2956602	0.43	2816	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.12	68.58	2.45	Neural Network (Specific Model)	11	0.9	4282	261.1962576153177	1995884	0.38	2298	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.13	99.99	1.02	Neural Network (Specific Model)	11	0.881	53777	304.23925139099646	2045273	0.42	1977	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.14	96.3	0.47	Gradient Boost (General Model)	11	0.885	28561	300.76503373423293	3466988	0.45	3409	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.15	75.34	5.42	Gradient Boost (General Model)	11	0.865	4749	272.90826364977863	3841360	0.42	4066	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.16	97.8	3.01	Neural Network (Specific Model)	11	0.841	19697	282.046711509716	2689398	0.33	2676	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.17	100.0	0.3	Neural Network (Specific Model)	11	0.841	62837	291.31842385516507	2923658	0.45	2817	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.18	100.0	0.76	Neural Network (Specific Model)	11	0.815	245300	303.1841779975278	3607997	0.46	3236	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.19	99.76	0.44	Neural Network (Specific Model)	11	0.881	72509	298.92190669371195	2004713	0.39	1972	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.20	79.8	3.59	Gradient Boost (General Model)	11	0.88	10862	275.8018976423232	3261264	0.31	3478	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.21	100.0	1.74	Gradient Boost (General Model)	11	0.888	103815	314.04400484457005	2623906	0.52	2477	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.22	74.73	0.73	Neural Network (Specific Model)	11	0.854	7178	260.1004608294931	1978371	0.47	2170	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.23	99.93	0.58	Neural Network (Specific Model)	11	0.861	96842	312.91491267353337	2431762	0.45	2233	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.24	78.95	2.07	Neural Network (Specific Model)	11	0.896	6518	318.8951810509121	3917715	0.43	3673	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.25	99.97	2.94	Neural Network (Specific Model)	11	0.882	2113011	284.8013363028953	2168907	0.38	2245	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.26	99.81	0.42	Neural Network (Specific Model)	11	0.879	173000	360.9399585921325	2971479	0.64	2415	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.27	94.96	0.37	Neural Network (Specific Model)	11	0.911	33553	314.8021428571429	1449805	0.34	1400	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.28	99.99	0.39	Neural Network (Specific Model)	11	0.86	2058316	268.5753176043557	2058316	0.37	2204	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.3	50.89	3.05	Gradient Boost (General Model)	11	0.908	3848	253.5820336868372	1340576	0.35	1603	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.30	99.42	0.04	Neural Network (Specific Model)	11	0.857	33749	294.5485180673975	2535555	0.47	2463	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.31	99.99	1.03	Neural Network (Specific Model)	11	0.866	1964667	294.66991191469634	2199018	0.41	2157	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.32	99.98	0.64	Neural Network (Specific Model)	11	0.833	15989	287.84006054490413	2051920	0.39	1982	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.33	60.3	0.19	Gradient Boost (General Model)	11	0.889	3728	269.0608899297424	1935064	0.47	2135	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.4	90.5	1.61	Neural Network (Specific Model)	11	0.92	13200	301.5356052899288	1929589	0.39	1966	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.6	94.63	3.16	Neural Network (Specific Model)	11	0.879	54347	288.28974739970283	1981952	0.38	2019	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.7	99.99	0.82	Neural Network (Specific Model)	11	0.89	181102	346.72099792099795	2807813	0.56	2405	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.8	93.83	0.51	Gradient Boost (General Model)	11	0.915	13347	318.015587529976	2604583	0.48	2502	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.9	65.4	0.93	Neural Network (Specific Model)	11	0.9	4251	281.7815442561205	1492244	0.42	1593	None	MG_sample_10	MG	MetaWRAP
MG_sample_11_bin.1	97.39	0.06	Gradient Boost (General Model)	11	0.869	579438	330.4035827186512	2161578	0.51	1898	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.13	63.9	5.79	Neural Network (Specific Model)	11	0.879	4432	293.3326417704011	1445951	0.49	1446	None	MG_sample_11	MG	MetaWRAP
MG_sample_10_bin.2	99.92	1.08	Neural Network (Specific Model)	11	0.895	168105	336.066411238825	4405756	0.42	3915	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.29	98.16	0.41	Gradient Boost (General Model)	11	0.886	114975	335.55928853754943	4018580	0.42	3542	None	MG_sample_10	MG	MetaWRAP
MG_sample_10_bin.5	70.52	3.99	Neural Network (Specific Model)	11	0.897	4255	276.0042372881356	3478500	0.47	3776	None	MG_sample_10	MG	MetaWRAP
MG_sample_11_bin.10	91.7	0.58	Neural Network (Specific Model)	11	0.888	153481	324.1356558458696	4139940	0.5	3789	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.11	96.74	1.29	Gradient Boost (General Model)	11	0.862	170617	339.10403458213256	4089238	0.42	3470	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.12	91.16	0.1	Neural Network (Specific Model)	11	0.853	12114	293.3152766952456	2638246	0.6	2566	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.14	99.59	0.1	Neural Network (Specific Model)	11	0.916	154700	336.69941348973606	3004725	0.39	2728	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.15	93.33	0.76	Neural Network (Specific Model)	11	0.88	13156	336.2019683354728	2674711	0.65	2337	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.16	99.97	0.78	Neural Network (Specific Model)	11	0.863	117695	340.7524456521739	4352341	0.4	3680	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.17	99.98	4.59	Neural Network (Specific Model)	11	0.889	230055	326.69631067961166	5666857	0.46	5150	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.18	99.99	1.02	Neural Network (Specific Model)	11	0.911	104792	362.3527194399569	4424152	0.47	3714	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.19	99.14	0.17	Neural Network (Specific Model)	11	0.881	249899	313.1877917414721	2966004	0.42	2785	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.2	82.01	0.47	Neural Network (Specific Model)	11	0.882	57682	323.8990634755463	3170829	0.47	2883	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.20	98.48	0.32	Gradient Boost (General Model)	11	0.889	72666	338.1355529131986	3833313	0.42	3364	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.21	77.65	0.4	Gradient Boost (General Model)	11	0.922	4968	294.9280767181673	1798910	0.44	1877	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.22	99.72	4.75	Neural Network (Specific Model)	11	0.863	296427	311.19346995484545	3110209	0.56	2879	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.23	94.8	6.22	Neural Network (Specific Model)	11	0.888	46725	337.53277651227535	4500370	0.41	3951	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.24	99.78	0.17	Neural Network (Specific Model)	11	0.902	682305	316.2175	2939430	0.38	2800	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.25	99.21	0.95	Neural Network (Specific Model)	11	0.896	168072	335.7986075296545	4353350	0.42	3878	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.26	99.96	0.57	Neural Network (Specific Model)	11	0.866	92102	305.54875	2536538	0.45	2400	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.27	92.13	1.15	Neural Network (Specific Model)	11	0.903	110667	305.7798165137615	2759982	0.43	2725	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.28	88.96	5.02	Neural Network (Specific Model)	11	0.913	10445	353.2766347524954	5689526	0.45	4909	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.29	99.83	0.08	Neural Network (Specific Model)	11	0.856	33677	293.1060546102097	2592293	0.47	2527	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.3	98.65	0.88	Gradient Boost (General Model)	11	0.887	350577	315.70243243243243	3943094	0.45	3700	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.30	94.15	0.29	Neural Network (Specific Model)	11	0.885	44076	278.92362982929023	2098830	0.37	2226	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.31	97.12	6.12	Gradient Boost (General Model)	11	0.882	15178	294.0048375950242	2890198	0.51	2894	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.32	90.81	0.74	Gradient Boost (General Model)	11	0.888	21784	311.20552964690205	3149064	0.45	3002	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.33	98.64	1.65	Gradient Boost (General Model)	11	0.911	90667	342.5552550231839	2913483	0.48	2588	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.34	73.38	1.98	Neural Network (Specific Model)	11	0.907	8220	307.86507936507934	2305552	0.42	2268	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.35	99.99	0.43	Neural Network (Specific Model)	11	0.862	179541	350.2855987055016	4515323	0.4	3708	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.36	100.0	0.22	Neural Network (Specific Model)	11	0.901	191849	330.1351094196004	3460235	0.41	3153	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.37	96.1	5.17	Neural Network (Specific Model)	11	0.899	51019	281.39488223320734	3219466	0.44	3439	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.38	85.69	4.54	Neural Network (Specific Model)	11	0.846	5966	265.94529540481403	1720441	0.39	1828	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.39	100.0	1.53	Neural Network (Specific Model)	11	0.872	5128729	317.18857142857144	5142721	0.46	4725	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.4	87.69	1.49	Neural Network (Specific Model)	11	0.901	16046	309.602844259452	2967143	0.58	2883	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.40	99.99	0.21	Neural Network (Specific Model)	11	0.913	596189	325.5329802599904	2218169	0.39	2077	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.5	99.99	0.86	Neural Network (Specific Model)	11	0.86	2058306	267.782324771441	2140089	0.37	2297	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.6	99.99	0.27	Neural Network (Specific Model)	11	0.861	110067	346.75918476803434	4499736	0.4	3729	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.7	93.57	5.87	Gradient Boost (General Model)	11	0.895	18344	316.75414725069896	5688703	0.56	5365	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.8	93.38	0.69	Gradient Boost (General Model)	11	0.851	169929	345.8747731397459	3353877	0.42	2755	None	MG_sample_11	MG	MetaWRAP
MG_sample_11_bin.9	84.15	1.06	Gradient Boost (General Model)	11	0.875	12722	314.5569029850746	2307306	0.44	2144	None	MG_sample_11	MG	MetaWRAP
MG_sample_1_bin.1	99.96	4.59	Neural Network (Specific Model)	11	0.868	121664	330.42421413009646	3665435	0.52	3213	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.10	99.81	0.07	Neural Network (Specific Model)	11	0.917	154725	337.2065846599132	3046435	0.39	2764	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.11	95.07	5.53	Gradient Boost (General Model)	11	0.892	18353	313.4880558618155	5730211	0.56	5442	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.12	99.95	2.06	Gradient Boost (General Model)	11	0.901	28678	304.457338902148	3388713	0.4	3352	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.13	74.71	0.84	Neural Network (Specific Model)	11	0.875	3948	257.2816283924843	4215801	0.47	4790	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.14	90.31	0.57	Gradient Boost (General Model)	11	0.89	21379	313.4313110181311	3022247	0.45	2868	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.15	99.91	1.64	Neural Network (Specific Model)	11	0.896	217055	335.7759684184555	4549037	0.42	4053	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.16	99.99	0.02	Neural Network (Specific Model)	11	0.901	150409	331.0078364565588	3228739	0.41	2935	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.17	93.56	4.35	Neural Network (Specific Model)	11	0.897	11845	289.9977318548387	3842174	0.48	3968	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.18	89.18	0.23	Neural Network (Specific Model)	11	0.902	16298	319.6652214307835	3430449	0.42	3229	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.19	56.62	0.03	Neural Network (Specific Model)	11	0.881	3965	246.5715378729916	1095062	0.54	1307	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.2	83.92	8.25	Gradient Boost (General Model)	11	0.857	6494	259.905325443787	5368651	0.38	5915	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.20	100.0	2.33	Neural Network (Specific Model)	11	0.911	1342910	389.5453660436137	6584241	0.44	5136	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.21	100.0	0.41	Neural Network (Specific Model)	11	0.886	113548	334.1530754244364	4059219	0.42	3593	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.22	99.9	0.03	Neural Network (Specific Model)	11	0.88	265525	318.32987220447285	2712871	0.58	2504	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.23	54.11	0.19	Neural Network (Specific Model)	11	0.903	3648	296.5563746747615	2269486	0.46	2306	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.3	100.0	0.47	Neural Network (Specific Model)	11	0.886	3734238	341.77306501547986	3734238	0.57	3230	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.4	99.92	0.59	Neural Network (Specific Model)	11	0.862	96817	313.50499545867393	2400299	0.45	2202	None	MG_sample_1	MG	MetaWRAP
MG_sample_1_bin.5	79.37	1.5	Gradient Boost (General Model)	11	0.813	4724	288.77390900649954	2290924	0.53	2154	None	MG_sample_1	MG	MetaWRAP
