BinID	GTDB_taxonomy	fastani_reference	Completeness	Contamination	Group
L5_047_1096G1_bin.30	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp900549475	GCA_900549475.1	77.4	6.71	MetaWRAP
L5_047_1096G1_bin.32	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Faecivicinus;s__Faecivicinus avistercoris	GCA_018716805.1	93.2	2.03	MetaWRAP
L5_047_1096G1_bin.33	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003479805	GCF_003479805.1	76.33	0.39	MetaWRAP
L5_047_1096G1_bin.37	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp000435835	GCA_000435835.1	84.24	3.81	MetaWRAP
L5_047_1096G1_bin.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis	GCF_006542665.1	99.3	0.13	MetaWRAP
L5_047_1096G1_bin.41	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA1685;s__UBA1685 sp944366945	GCA_944366945.1	86.67	1.77	MetaWRAP
L5_047_1096G1_bin.47	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	GCF_000025985.1	78.02	0.02	MetaWRAP
L5_047_1096G1_bin.49	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp019422935	GCA_019422935.1	56.33	0.57	MetaWRAP
L5_047_1096G1_bin.50	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1212;f__UBA1255;g__Egerieisoma;s__Egerieisoma sp900543695	GCA_900543695.1	96.61	0.02	MetaWRAP
L5_047_1096G1_bin.51	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1623;s__UMGS1623 sp934647945	GCA_934647945.1	69.95	2.4	MetaWRAP
L5_047_1096G1_bin.52	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis vadensis	GCF_003096415.1	97.82	1.06	MetaWRAP
L5_047_1096G1_bin.53	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B faecipullorum	GCF_020892095.1	93.32	0.68	MetaWRAP
L5_047_1096G1_bin.55	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Limiplasma;s__Limiplasma pullistercoris	GCA_900553905.1	92	4.35	MetaWRAP
L5_047_1096G1_bin.57	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Faecalitalea cylindroides	GCF_000469305.1	92.78	0.86	MetaWRAP
L5_047_1096G1_bin.58	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans	GCF_000949455.1	96.25	3.15	MetaWRAP
L5_047_1096G1_bin.59	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D veterum	GCF_000745485.1	99.76	2.99	MetaWRAP
L5_047_1096G1_bin.60	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum	GCF_001316325.1	99.95	0.16	MetaWRAP
L5_047_1096G1_bin.64	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	GCF_001025135.1	96.56	0.02	MetaWRAP
L5_047_1096G1_bin.65	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	GCA_025151215.1	91.1	0.29	MetaWRAP
L5_047_1096G1_bin.68	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900545895	GCF_016899775.1	78.67	0.96	MetaWRAP
L5_047_1096G1_bin.69	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter ornithocaccae	GCA_000435395.1	80.53	2.82	MetaWRAP
L5_047_1096G1_bin.6	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UMGS1783;g__UMGS1783;s__UMGS1783 sp900555065	GCA_900555065.1	93.9	0.23	MetaWRAP
L5_047_1096G1_bin.71	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__	N/A	66.06	0.41	MetaWRAP
L5_047_1096G1_bin.73	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Diplocloster;s__Diplocloster agilis	GCF_019042275.1	87.27	1.96	MetaWRAP
L5_047_1096G1_bin.74	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella effluvii	GCF_003201875.1	66.42	1.65	MetaWRAP
L5_047_1096G1_bin.76	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	GCF_002834235.1	100	0.94	MetaWRAP
L5_047_1096G1_bin.78	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__QAKR01;s__QAKR01 sp944382895	GCA_944382895.1	97.55	0.23	MetaWRAP
L5_047_1096G1_bin.81	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense	GCF_000577815.1	82.99	8.03	MetaWRAP
L5_047_1096G1_bin.9	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Alterileibacterium;s__Alterileibacterium massiliense	GCF_900104645.1	87.69	0.36	MetaWRAP
L5_079_000M1_bin.12	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp000435195	GCA_000435195.1	99.17	0.02	MetaWRAP
L5_079_000M1_bin.17	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter stercoravium	GCA_900543555.1	99.66	0.13	MetaWRAP
L5_079_000M1_bin.18	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000433975	GCA_022009795.1	98.31	0.2	MetaWRAP
L5_079_000M1_bin.21	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-1031;s__CAG-1031 sp000431215	GCA_000431215.1	99.97	0.34	MetaWRAP
L5_079_000M1_bin.23	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	GCF_000382445.1	63.64	0.04	MetaWRAP
L5_079_000M1_bin.36	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Ventricola;s__Ventricola sp900542395	GCA_900542395.1	96.75	0.44	MetaWRAP
L5_079_000M1_bin.37	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG115;s__RUG115 sp900066395	GCF_003479605.1	99.99	2.46	MetaWRAP
L5_079_000M1_bin.40	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Heritagella;s__Heritagella sp905200265	GCA_905200265.1	99.26	0.82	MetaWRAP
L5_079_000M1_bin.45	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp001916835	GCF_014297285.1	93.71	0.16	MetaWRAP
L5_079_000M1_bin.47	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	GCF_000020225.1	99.99	0.08	MetaWRAP
L5_079_000M1_bin.53	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum faecicola	GCF_003865035.1	88.94	1.63	MetaWRAP
L5_079_000M1_bin.68	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	GCF_000010425.1	53.66	0.1	MetaWRAP
L5_079_000M1_bin.69	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii	GCF_002834225.1	66.66	0.14	MetaWRAP
L5_079_000M1_bin.6	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas coprocola	GCF_018408575.1	99.79	0	MetaWRAP
L5_079_000M1_bin.71	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp900545285	GCA_900545285.1	90.61	1.14	MetaWRAP
L5_079_000M1_bin.73	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_D	GCF_001073155.1	62.22	3.84	MetaWRAP
L5_079_000M1_bin.7	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius	GCF_000785515.1	87.44	5.63	MetaWRAP
L5_079_000M1_bin.8	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855	GCA_001940855.1	97.04	0.29	MetaWRAP
L5_079_000M1_bin.9	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus_A	GCF_902381825.1	91.68	1.32	MetaWRAP
L5_079_1094G1_bin.14	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	GCA_000436335.1	100	0.4	MetaWRAP
L5_079_1094G1_bin.15	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas intestinalis	GCF_001280875.1	98.13	0.18	MetaWRAP
L5_079_1094G1_bin.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595	GCA_000437595.1	94.36	0.43	MetaWRAP
L5_079_1094G1_bin.27	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	99.95	3.53	MetaWRAP
L5_079_1094G1_bin.37	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_J	GCF_003287405.1	80.13	2.01	MetaWRAP
L5_079_1094G1_bin.42	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000437215	GCA_000437215.1	97.98	4.21	MetaWRAP
L5_079_1094G1_bin.57	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900540255	GCA_900540255.1	82.46	3.08	MetaWRAP
L5_082_000M1_bin.10	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Novisyntrophococcus;s__Novisyntrophococcus sp900539175	GCA_900539175.1	85.74	1.36	MetaWRAP
L5_082_000M1_bin.11	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900095395	GCF_902702915.1	99.99	0.26	MetaWRAP
L5_082_000M1_bin.13	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fimivivens;s__Fimivivens sp900113995	GCA_900113995.1	99.13	2.1	MetaWRAP
L5_082_000M1_bin.14	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	GCF_000210055.1	76.31	0.47	MetaWRAP
L5_082_000M1_bin.15	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	N/A	70.87	2.61	MetaWRAP
L5_082_000M1_bin.18	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__UBA644;s__UBA644 sp014872655	GCA_014872655.1	96.71	0.69	MetaWRAP
L5_082_000M1_bin.20	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter faecis	GCF_014306095.1	98.56	0.17	MetaWRAP
L5_082_000M1_bin.21	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus massiliensis	GCF_900199635.1	75.32	2.97	MetaWRAP
L5_082_000M1_bin.22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A ihumii	GCA_025144665.1	98.25	0.53	MetaWRAP
L5_082_000M1_bin.24	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	GCF_000701705.1	96.33	6.44	MetaWRAP
L5_082_000M1_bin.25	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	GCF_001025215.1	99.96	0.52	MetaWRAP
L5_082_000M1_bin.31	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia excrementipullorum	GCA_900546255.1	99.77	1.45	MetaWRAP
L5_082_000M1_bin.33	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	GCF_000296465.1	99.71	2.54	MetaWRAP
L5_082_000M1_bin.34	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A indistinctus	GCA_025144995.1	96.77	1.23	MetaWRAP
L5_082_000M1_bin.37	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	GCF_000172175.1	82.62	0.1	MetaWRAP
L5_082_000M1_bin.38	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus stercoravium	GCF_002159845.1	75.24	0.7	MetaWRAP
L5_082_000M1_bin.39	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__Dielma fastidiosa	GCF_000313565.1	99.98	0.6	MetaWRAP
L5_082_000M1_bin.40	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Limiplasma;s__Limiplasma sp900548145	GCA_900548145.1	73.2	0.52	MetaWRAP
L5_082_000M1_bin.41	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter sp900066305	GCA_902362435.1	77.12	2.33	MetaWRAP
L5_082_000M1_bin.44	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	GCF_002222615.2	89.81	0.35	MetaWRAP
L5_082_000M1_bin.48	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	GCF_000012845.1	99.86	1.19	MetaWRAP
L5_082_000M1_bin.49	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Onthenecus;s__Onthenecus sp900199405	GCA_900199405.1	90.23	1.93	MetaWRAP
L5_082_000M1_bin.60	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Frisingicoccus;s__	N/A	100	0.93	MetaWRAP
L5_082_000M1_bin.63	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	GCA_025148125.1	55.65	0.98	MetaWRAP
L5_082_000M1_bin.6	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Extibacter;s__Extibacter sp001185345	GCF_001185345.1	93.37	0.36	MetaWRAP
L5_082_1015G1_bin.11	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539945	GCA_900539945.1	80.23	4.99	MetaWRAP
L5_082_1015G1_bin.13	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens sp900543575	GCA_018223435.1	88.31	0.01	MetaWRAP
L5_082_1015G1_bin.16	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_H	GCF_901212495.1	99.77	0.63	MetaWRAP
L5_082_1015G1_bin.22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	GCA_025147325.1	68.75	3.95	MetaWRAP
L5_082_1015G1_bin.36	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp900548465	GCA_900548465.1	100	0.27	MetaWRAP
L5_082_1015G1_bin.3	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	GCF_000765235.1	96.87	0.03	MetaWRAP
L5_082_1015G1_bin.40	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__Ventrimonas sp003480315	GCF_003480315.1	65.8	2.79	MetaWRAP
L5_082_1015G1_bin.8	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000431335	GCA_000431335.1	98.04	1.32	MetaWRAP
L5_082_1015G1_bin.9	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Scybalosoma;s__Scybalosoma faecavium	GCA_900545085.1	99.5	0.99	MetaWRAP
L5_082_1096G1_bin.16	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	GCF_003269275.1	100	0.15	MetaWRAP
L5_082_1096G1_bin.32	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp900066885	GCA_902363145.1	95.8	0.25	MetaWRAP
L5_082_1096G1_bin.35	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladocola;s__Choladocola sp003480725	GCA_003480725.1	73.68	1.91	MetaWRAP
L5_082_1096G1_bin.36	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001556435	GCF_009738225.1	73.8	3.96	MetaWRAP
L5_082_1096G1_bin.46	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp934162325	GCA_934162325.1	88.69	0.44	MetaWRAP
L5_082_1096G1_bin.57	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_K	GCF_003252795.1	74.52	1.19	MetaWRAP
L5_082_1096G1_bin.66	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539885	GCF_023347535.1	72.26	6.22	MetaWRAP
L5_082_1096G1_bin.9	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis	GCF_003024685.1	99.25	5.55	MetaWRAP
L5_098_907G1_bin.10	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-317;s__CAG-317 sp900543415	GCA_900543415.1	79.97	0.24	MetaWRAP
L5_098_907G1_bin.11	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_B;s__Dorea_B phocaeensis	GCF_900240315.1	77.94	0.1	MetaWRAP
L5_098_907G1_bin.15	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__VUNA01;s__VUNA01 sp002299625	GCF_009695905.1	90.21	0.05	MetaWRAP
L5_098_907G1_bin.16	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000187445	GCA_010604095.1	96.01	3.14	MetaWRAP
L5_098_907G1_bin.18	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella bouchesdurhonensis	GCF_900155365.1	85.12	2.04	MetaWRAP
L5_098_907G1_bin.19	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis	GCF_900106845.1	92.59	1.02	MetaWRAP
L5_098_907G1_bin.20	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoscilispira;s__Pseudoscilispira sp018369915	GCA_020555865.1	89.59	0.09	MetaWRAP
L5_098_907G1_bin.21	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus comes	GCA_025149785.1	99.3	1.2	MetaWRAP
L5_098_907G1_bin.22	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter hominis	GCF_014385065.1	69.45	1.47	MetaWRAP
L5_098_907G1_bin.23	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp934597725	GCA_934597725.1	94.08	1.13	MetaWRAP
L5_098_907G1_bin.27	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae	GCF_002234575.2	94.21	6.17	MetaWRAP
L5_098_907G1_bin.28	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900758465	GCF_023347275.1	75.81	5.58	MetaWRAP
L5_098_907G1_bin.29	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	GCA_000433635.1	93.84	0.07	MetaWRAP
L5_098_907G1_bin.30	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp905214155	GCA_905214155.1	99.54	1.21	MetaWRAP
L5_098_907G1_bin.34	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella porci_A	GCF_019052655.1	89.61	2.4	MetaWRAP
L5_098_907G1_bin.37	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900556835	GCA_020540725.1	73.62	2.17	MetaWRAP
L5_098_907G1_bin.38	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Fimisoma;s__Fimisoma sp000435715	GCA_000435715.1	97.28	0.76	MetaWRAP
L5_098_907G1_bin.39	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAAEEV01;s__	N/A	65.5	1.78	MetaWRAP
L5_098_907G1_bin.41	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalicoccus;s__Faecalicoccus sp900546545	GCA_902399855.1	70.52	1.16	MetaWRAP
L5_098_907G1_bin.44	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella phocaeensis	GCF_900119895.1	78.97	5.36	MetaWRAP
L5_098_907G1_bin.47	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900540595	GCA_900540595.1	99.8	0.74	MetaWRAP
L5_098_907G1_bin.52	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris	GCF_024622975.1	55.28	0.59	MetaWRAP
L5_098_907G1_bin.53	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	N/A	84.66	3.51	MetaWRAP
L5_098_907G1_bin.56	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NSJ-51;s__NSJ-51 sp900549795	GCF_014287895.1	71.59	1.32	MetaWRAP
L5_098_907G1_bin.5	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__Slackia_A piriformis	GCF_000296445.1	95.1	0.05	MetaWRAP
L5_098_907G1_bin.62	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900544885	GCA_900544885.1	70.55	2.42	MetaWRAP
L5_098_907G1_bin.63	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia faecicola	GCF_004123145.1	89.53	4.18	MetaWRAP
